title,slug,category,brand,price_kes,compare_at_price,short_specs,short_description,description_html,meta_title,meta_description,focus_keyword,search_keywords,condition,warranty,stock_status
"HP 845 G7 Laptop - Ryzen 3, 8GB RAM, 256GB Storage",hp-845-g7-laptop-ryzen-3-8gb-256gb,Laptop,HP,29500,33100,Ryzen 3; 8GB RAM; 256GB Storage,"Refurbished HP 845 G7 laptop with Ryzen 3, 8GB RAM, and 256GB Storage. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 845 G7 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Ryzen 3, 8GB RAM, and 256GB Storage at KES 29,500.</p>
<ul>
<li>Processor: Ryzen 3</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 845 G7 8GB 256GB Price in Kenya | SES ICT HUB,"Buy HP 845 G7 with Ryzen 3, 8GB RAM, and 256GB Storage at KES 29,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty from SES",HP 845 G7 price in Kenya,"HP 845 G7 price in Kenya, HP 845 G7, HP 845 G7 Nairobi, HP 845 G7 8GB 256GB, HP Laptop Kenya, refurbished HP Laptop Kenya, HP 845 G7 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 745 G6 Laptop - Ryzen 7, 16GB RAM, 256GB Storage",hp-745-g6-laptop-ryzen-7-16gb-256gb,Laptop,HP,35500,39800,Ryzen 7; 16GB RAM; 256GB Storage,"Refurbished HP 745 G6 laptop with Ryzen 7, 16GB RAM, and 256GB Storage. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 745 G6 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Ryzen 7, 16GB RAM, and 256GB Storage at KES 35,500.</p>
<ul>
<li>Processor: Ryzen 7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 256GB Storage</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 745 G6 16GB 256GB Price in Kenya | SES ICT HUB,"Buy HP 745 G6 with Ryzen 7, 16GB RAM, and 256GB Storage at KES 35,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty from",HP 745 G6 price in Kenya,"HP 745 G6 price in Kenya, HP 745 G6, HP 745 G6 Nairobi, HP 745 G6 16GB 256GB, HP Laptop Kenya, refurbished HP Laptop Kenya, HP 745 G6 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 745 G6 Laptop - Ryzen 7, 8GB RAM, 256GB Storage",hp-745-g6-laptop-ryzen-7-8gb-256gb,Laptop,HP,32500,36400,Ryzen 7; 8GB RAM; 256GB Storage,"Refurbished HP 745 G6 laptop with Ryzen 7, 8GB RAM, and 256GB Storage. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 745 G6 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Ryzen 7, 8GB RAM, and 256GB Storage at KES 32,500.</p>
<ul>
<li>Processor: Ryzen 7</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 745 G6 8GB 256GB Price in Kenya | SES ICT HUB,"Buy HP 745 G6 with Ryzen 7, 8GB RAM, and 256GB Storage at KES 32,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty from SES",HP 745 G6 price in Kenya,"HP 745 G6 price in Kenya, HP 745 G6, HP 745 G6 Nairobi, HP 745 G6 8GB 256GB, HP Laptop Kenya, refurbished HP Laptop Kenya, HP 745 G6 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 745 G6 Laptop - Ryzen 5, 8GB RAM, 256GB Storage",hp-745-g6-laptop-ryzen-5-8gb-256gb,Laptop,HP,30000,33600,Ryzen 5; 8GB RAM; 256GB Storage; Touch,"Refurbished HP 745 G6 laptop with Ryzen 5, 8GB RAM, 256GB Storage, and Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 745 G6 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Ryzen 5, 8GB RAM, and 256GB Storage at KES 30,000.</p>
<ul>
<li>Processor: Ryzen 5</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Input note: Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 745 G6 8GB 256GB Price in Kenya | SES ICT HUB,"Buy HP 745 G6 with Ryzen 5, 8GB RAM, and 256GB Storage at KES 30,000 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty from SES",HP 745 G6 price in Kenya,"HP 745 G6 price in Kenya, HP 745 G6, HP 745 G6 Nairobi, HP 745 G6 8GB 256GB, HP Laptop Kenya, refurbished HP Laptop Kenya, HP 745 G6 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"MacBook Pro 2019 Laptop - Intel Core i7, 32GB RAM, 1TB Storage",macbook-pro-2019-laptop-i7-32gb-1tb,Laptop,Apple,68500,76800,Intel Core i7; 32GB RAM; 1TB Storage; 4GB Graphics,"Refurbished MacBook Pro 2019 laptop with Intel Core i7, 32GB RAM, 1TB Storage, and 4GB Graphics. Available from SES ICT HUB in Nairobi, Kenya.","<p>MacBook Pro 2019 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 32GB RAM, and 1TB Storage at KES 68,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 32GB RAM</li>
<li>Storage: 1TB Storage</li>
<li>Graphics note: 4GB Graphics</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",MacBook Pro 2019 32GB 1TB Price in Kenya | SES ICT HUB,"Buy MacBook Pro 2019 with Intel Core i7, 32GB RAM, and 1TB Storage at KES 68,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",MacBook Pro 2019 price in Kenya,"MacBook Pro 2019 price in Kenya, MacBook Pro 2019, MacBook Pro 2019 Nairobi, MacBook Pro 2019 32GB 1TB, Apple Laptop Kenya, refurbished Apple Laptop Kenya, MacBook Pro 2019 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"MacBook Pro 2019 Laptop - Intel Core i7, 32GB RAM, 512GB Storage",macbook-pro-2019-laptop-i7-32gb-512gb,Laptop,Apple,63500,71200,Intel Core i7; 32GB RAM; 512GB Storage; 4GB Graphics,"Refurbished MacBook Pro 2019 laptop with Intel Core i7, 32GB RAM, 512GB Storage, and 4GB Graphics. Available from SES ICT HUB in Nairobi, Kenya.","<p>MacBook Pro 2019 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 32GB RAM, and 512GB Storage at KES 63,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 32GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Graphics note: 4GB Graphics</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",MacBook Pro 2019 32GB 512GB Price in Kenya | SES ICT HUB,"Buy MacBook Pro 2019 with Intel Core i7, 32GB RAM, and 512GB Storage at KES 63,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",MacBook Pro 2019 price in Kenya,"MacBook Pro 2019 price in Kenya, MacBook Pro 2019, MacBook Pro 2019 Nairobi, MacBook Pro 2019 32GB 512GB, Apple Laptop Kenya, refurbished Apple Laptop Kenya, MacBook Pro 2019 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"MacBook Pro 2018 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",macbook-pro-2018-laptop-i7-16gb-512gb,Laptop,Apple,60500,67800,Intel Core i7; 16GB RAM; 512GB Storage; 4GB Graphics,"Refurbished MacBook Pro 2018 laptop with Intel Core i7, 16GB RAM, 512GB Storage, and 4GB Graphics. Available from SES ICT HUB in Nairobi, Kenya.","<p>MacBook Pro 2018 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, and 512GB Storage at KES 60,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Graphics note: 4GB Graphics</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",MacBook Pro 2018 16GB 512GB Price in Kenya | SES ICT HUB,"Buy MacBook Pro 2018 with Intel Core i7, 16GB RAM, and 512GB Storage at KES 60,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",MacBook Pro 2018 price in Kenya,"MacBook Pro 2018 price in Kenya, MacBook Pro 2018, MacBook Pro 2018 Nairobi, MacBook Pro 2018 16GB 512GB, Apple Laptop Kenya, refurbished Apple Laptop Kenya, MacBook Pro 2018 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"MacBook Pro 2012 Laptop - Intel Core i5, 8GB RAM, 256GB Storage",macbook-pro-2012-laptop-i5-8gb-256gb,Laptop,Apple,19500,21900,Intel Core i5; 8GB RAM; 256GB Storage,"Refurbished MacBook Pro 2012 laptop with Intel Core i5, 8GB RAM, and 256GB Storage. Available from SES ICT HUB in Nairobi, Kenya.","<p>MacBook Pro 2012 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 8GB RAM, and 256GB Storage at KES 19,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",MacBook Pro 2012 8GB 256GB Price in Kenya | SES ICT HUB,"Buy MacBook Pro 2012 with Intel Core i5, 8GB RAM, and 256GB Storage at KES 19,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",MacBook Pro 2012 price in Kenya,"MacBook Pro 2012 price in Kenya, MacBook Pro 2012, MacBook Pro 2012 Nairobi, MacBook Pro 2012 8GB 256GB, Apple Laptop Kenya, refurbished Apple Laptop Kenya, MacBook Pro 2012 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 1040 G8 2-in-1 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",hp-1040-g8-2-in-1-laptop-i7-16gb-512gb,2-in-1 Laptop,HP,61500,68900,Intel Core i7; 16GB RAM; 512GB Storage; 11th Gen; X360 Touch,"Refurbished HP 1040 G8 2-in-1 laptop with Intel Core i7, 16GB RAM, 512GB Storage, 11th Gen, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 1040 G8 is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 11th Gen at KES 61,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 11th Gen</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 1040 G8 16GB 512GB Price in Kenya | SES ICT HUB,"Buy HP 1040 G8 with Intel Core i7, 16GB RAM, 512GB Storage, and 11th Gen at KES 61,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",HP 1040 G8 price in Kenya,"HP 1040 G8 price in Kenya, HP 1040 G8, HP 1040 G8 Nairobi, HP 1040 G8 16GB 512GB, HP 2-in-1 Laptop Kenya, refurbished HP 2-in-1 Laptop Kenya, HP 1040 G8 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 1040 G8 2-in-1 Laptop - Intel Core i5, 16GB RAM, 512GB Storage",hp-1040-g8-2-in-1-laptop-i5-16gb-512gb,2-in-1 Laptop,HP,48500,54400,Intel Core i5; 16GB RAM; 512GB Storage; X360 Touch,"Refurbished HP 1040 G8 2-in-1 laptop with Intel Core i5, 16GB RAM, 512GB Storage, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 1040 G8 is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 16GB RAM, and 512GB Storage at KES 48,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 1040 G8 16GB 512GB Price in Kenya | SES ICT HUB,"Buy HP 1040 G8 with Intel Core i5, 16GB RAM, and 512GB Storage at KES 48,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty",HP 1040 G8 price in Kenya,"HP 1040 G8 price in Kenya, HP 1040 G8, HP 1040 G8 Nairobi, HP 1040 G8 16GB 512GB, HP 2-in-1 Laptop Kenya, refurbished HP 2-in-1 Laptop Kenya, HP 1040 G8 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 1040 G8 2-in-1 Laptop - Intel Core i5, 16GB RAM, 256GB Storage",hp-1040-g8-2-in-1-laptop-i5-16gb-256gb,2-in-1 Laptop,HP,45500,51000,Intel Core i5; 16GB RAM; 256GB Storage; X360 Touch,"Refurbished HP 1040 G8 2-in-1 laptop with Intel Core i5, 16GB RAM, 256GB Storage, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 1040 G8 is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 16GB RAM, and 256GB Storage at KES 45,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 1040 G8 16GB 256GB Price in Kenya | SES ICT HUB,"Buy HP 1040 G8 with Intel Core i5, 16GB RAM, and 256GB Storage at KES 45,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty",HP 1040 G8 price in Kenya,"HP 1040 G8 price in Kenya, HP 1040 G8, HP 1040 G8 Nairobi, HP 1040 G8 16GB 256GB, HP 2-in-1 Laptop Kenya, refurbished HP 2-in-1 Laptop Kenya, HP 1040 G8 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 1040 G7 2-in-1 Laptop - Intel Core i5, 16GB RAM, 512GB Storage",hp-1040-g7-2-in-1-laptop-i5-16gb-512gb,2-in-1 Laptop,HP,43500,48800,Intel Core i5; 16GB RAM; 512GB Storage; X360 Touch,"Refurbished HP 1040 G7 2-in-1 laptop with Intel Core i5, 16GB RAM, 512GB Storage, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 1040 G7 is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 16GB RAM, and 512GB Storage at KES 43,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 1040 G7 16GB 512GB Price in Kenya | SES ICT HUB,"Buy HP 1040 G7 with Intel Core i5, 16GB RAM, and 512GB Storage at KES 43,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty",HP 1040 G7 price in Kenya,"HP 1040 G7 price in Kenya, HP 1040 G7, HP 1040 G7 Nairobi, HP 1040 G7 16GB 512GB, HP 2-in-1 Laptop Kenya, refurbished HP 2-in-1 Laptop Kenya, HP 1040 G7 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 1040 G7 2-in-1 Laptop - Intel Core i5, 16GB RAM, 256GB Storage",hp-1040-g7-2-in-1-laptop-i5-16gb-256gb,2-in-1 Laptop,HP,40500,45400,Intel Core i5; 16GB RAM; 256GB Storage; X360 Touch,"Refurbished HP 1040 G7 2-in-1 laptop with Intel Core i5, 16GB RAM, 256GB Storage, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 1040 G7 is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 16GB RAM, and 256GB Storage at KES 40,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 1040 G7 16GB 256GB Price in Kenya | SES ICT HUB,"Buy HP 1040 G7 with Intel Core i5, 16GB RAM, and 256GB Storage at KES 40,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty",HP 1040 G7 price in Kenya,"HP 1040 G7 price in Kenya, HP 1040 G7, HP 1040 G7 Nairobi, HP 1040 G7 16GB 256GB, HP 2-in-1 Laptop Kenya, refurbished HP 2-in-1 Laptop Kenya, HP 1040 G7 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 1040 G6 2-in-1 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",hp-1040-g6-2-in-1-laptop-i7-16gb-512gb,2-in-1 Laptop,HP,44000,49300,Intel Core i7; 16GB RAM; 512GB Storage; X360 Touch,"Refurbished HP 1040 G6 2-in-1 laptop with Intel Core i7, 16GB RAM, 512GB Storage, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 1040 G6 is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, and 512GB Storage at KES 44,000.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 1040 G6 16GB 512GB Price in Kenya | SES ICT HUB,"Buy HP 1040 G6 with Intel Core i7, 16GB RAM, and 512GB Storage at KES 44,000 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty",HP 1040 G6 price in Kenya,"HP 1040 G6 price in Kenya, HP 1040 G6, HP 1040 G6 Nairobi, HP 1040 G6 16GB 512GB, HP 2-in-1 Laptop Kenya, refurbished HP 2-in-1 Laptop Kenya, HP 1040 G6 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 1040 G6 2-in-1 Laptop - Intel Core i5, 16GB RAM, 512GB Storage",hp-1040-g6-2-in-1-laptop-i5-16gb-512gb,2-in-1 Laptop,HP,39500,44300,Intel Core i5; 16GB RAM; 512GB Storage; X360 Touch,"Refurbished HP 1040 G6 2-in-1 laptop with Intel Core i5, 16GB RAM, 512GB Storage, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 1040 G6 is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 16GB RAM, and 512GB Storage at KES 39,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 1040 G6 16GB 512GB Price in Kenya | SES ICT HUB,"Buy HP 1040 G6 with Intel Core i5, 16GB RAM, and 512GB Storage at KES 39,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty",HP 1040 G6 price in Kenya,"HP 1040 G6 price in Kenya, HP 1040 G6, HP 1040 G6 Nairobi, HP 1040 G6 16GB 512GB, HP 2-in-1 Laptop Kenya, refurbished HP 2-in-1 Laptop Kenya, HP 1040 G6 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"HP 1040 G5 2-in-1 Laptop - Intel Core i5, 16GB RAM, 512GB Storage",hp-1040-g5-2-in-1-laptop-i5-16gb-512gb,2-in-1 Laptop,HP,38500,43200,Intel Core i5; 16GB RAM; 512GB Storage; X360 Touch,"Refurbished HP 1040 G5 2-in-1 laptop with Intel Core i5, 16GB RAM, 512GB Storage, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>HP 1040 G5 is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 16GB RAM, and 512GB Storage at KES 38,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",HP 1040 G5 16GB 512GB Price in Kenya | SES ICT HUB,"Buy HP 1040 G5 with Intel Core i5, 16GB RAM, and 512GB Storage at KES 38,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware warranty",HP 1040 G5 price in Kenya,"HP 1040 G5 price in Kenya, HP 1040 G5, HP 1040 G5 Nairobi, HP 1040 G5 16GB 512GB, HP 2-in-1 Laptop Kenya, refurbished HP 2-in-1 Laptop Kenya, HP 1040 G5 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
