title,slug,category,brand,price_kes,compare_at_price,short_specs,short_description,description_html,meta_title,meta_description,focus_keyword,search_keywords,condition,warranty,stock_status
"Dell XPS 13 7390 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",dell-xps-13-7390-laptop-i7-16gb-512gb,Laptop,Dell,47500,53300,Intel Core i7; 16GB RAM; 512GB Storage; 10th Gen; Non Touch,"Refurbished Dell XPS 13 7390 laptop with Intel Core i7, 16GB RAM, 512GB Storage, 10th Gen, and Non Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Dell XPS 13 7390 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen at KES 47,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 10th Gen</li>
<li>Input note: Non Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Dell XPS 13 7390 16GB 512GB Price in Kenya | SES ICT HUB,"Buy Dell XPS 13 7390 with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen at KES 47,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited",Dell XPS 13 7390 price in Kenya,"Dell XPS 13 7390 price in Kenya, Dell XPS 13 7390, Dell XPS 13 7390 Nairobi, Dell XPS 13 7390 16GB 512GB, Dell Laptop Kenya, refurbished Dell Laptop Kenya, Dell XPS 13 7390 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Dell 7410 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",dell-7410-laptop-i7-16gb-512gb,Laptop,Dell,38500,43200,Intel Core i7; 16GB RAM; 512GB Storage; 10th Gen,"Refurbished Dell 7410 laptop with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen. Available from SES ICT HUB in Nairobi, Kenya.","<p>Dell 7410 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen at KES 38,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 10th Gen</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Dell 7410 16GB 512GB Price in Kenya | SES ICT HUB,"Buy Dell 7410 with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen at KES 38,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Dell 7410 price in Kenya,"Dell 7410 price in Kenya, Dell 7410, Dell 7410 Nairobi, Dell 7410 16GB 512GB, Dell Laptop Kenya, refurbished Dell Laptop Kenya, Dell 7410 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Dell 7320 Laptop - Intel Core i5, 16GB RAM, 256GB Storage",dell-7320-laptop-i5-16gb-256gb,Laptop,Dell,36500,40900,Intel Core i5; 16GB RAM; 256GB Storage; 11th Gen,"Refurbished Dell 7320 laptop with Intel Core i5, 16GB RAM, 256GB Storage, and 11th Gen. Available from SES ICT HUB in Nairobi, Kenya.","<p>Dell 7320 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 16GB RAM, 256GB Storage, and 11th Gen at KES 36,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Platform note: 11th Gen</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Dell 7320 16GB 256GB Price in Kenya | SES ICT HUB,"Buy Dell 7320 with Intel Core i5, 16GB RAM, 256GB Storage, and 11th Gen at KES 36,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Dell 7320 price in Kenya,"Dell 7320 price in Kenya, Dell 7320, Dell 7320 Nairobi, Dell 7320 16GB 256GB, Dell Laptop Kenya, refurbished Dell Laptop Kenya, Dell 7320 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Dell 7310 Laptop - Intel Core i5, 8GB RAM, 256GB Storage",dell-7310-laptop-i5-8gb-256gb,Laptop,Dell,27000,30300,Intel Core i5; 8GB RAM; 256GB Storage; 10th Gen,"Refurbished Dell 7310 laptop with Intel Core i5, 8GB RAM, 256GB Storage, and 10th Gen. Available from SES ICT HUB in Nairobi, Kenya.","<p>Dell 7310 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 8GB RAM, 256GB Storage, and 10th Gen at KES 27,000.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Platform note: 10th Gen</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Dell 7310 8GB 256GB Price in Kenya | SES ICT HUB,"Buy Dell 7310 with Intel Core i5, 8GB RAM, 256GB Storage, and 10th Gen at KES 27,000 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Dell 7310 price in Kenya,"Dell 7310 price in Kenya, Dell 7310, Dell 7310 Nairobi, Dell 7310 8GB 256GB, Dell Laptop Kenya, refurbished Dell Laptop Kenya, Dell 7310 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Dell 7300 Laptop - Intel Core i7, 8GB RAM, 256GB Storage",dell-7300-laptop-i7-8gb-256gb,Laptop,Dell,27500,30900,Intel Core i7; 8GB RAM; 256GB Storage; 8th Gen; Touch,"Refurbished Dell 7300 laptop with Intel Core i7, 8GB RAM, 256GB Storage, 8th Gen, and Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Dell 7300 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 8GB RAM, 256GB Storage, and 8th Gen at KES 27,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Platform note: 8th Gen</li>
<li>Input note: Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Dell 7300 8GB 256GB Price in Kenya | SES ICT HUB,"Buy Dell 7300 with Intel Core i7, 8GB RAM, 256GB Storage, and 8th Gen at KES 27,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Dell 7300 price in Kenya,"Dell 7300 price in Kenya, Dell 7300, Dell 7300 Nairobi, Dell 7300 8GB 256GB, Dell Laptop Kenya, refurbished Dell Laptop Kenya, Dell 7300 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Dell 7300 Laptop - Intel Core i5, 8GB RAM, 256GB Storage",dell-7300-laptop-i5-8gb-256gb,Laptop,Dell,23000,25800,Intel Core i5; 8GB RAM; 256GB Storage; 8th Gen; Non Touch,"Refurbished Dell 7300 laptop with Intel Core i5, 8GB RAM, 256GB Storage, 8th Gen, and Non Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Dell 7300 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 8GB RAM, 256GB Storage, and 8th Gen at KES 23,000.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Platform note: 8th Gen</li>
<li>Input note: Non Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Dell 7300 8GB 256GB Price in Kenya | SES ICT HUB,"Buy Dell 7300 with Intel Core i5, 8GB RAM, 256GB Storage, and 8th Gen at KES 23,000 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Dell 7300 price in Kenya,"Dell 7300 price in Kenya, Dell 7300, Dell 7300 Nairobi, Dell 7300 8GB 256GB, Dell Laptop Kenya, refurbished Dell Laptop Kenya, Dell 7300 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Dell 7490 Laptop - Intel Core i5, 8GB RAM, 256GB Storage",dell-7490-laptop-i5-8gb-256gb,Laptop,Dell,24500,27500,Intel Core i5; 8GB RAM; 256GB Storage; 8th Gen; Touch,"Refurbished Dell 7490 laptop with Intel Core i5, 8GB RAM, 256GB Storage, 8th Gen, and Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Dell 7490 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 8GB RAM, 256GB Storage, and 8th Gen at KES 24,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Platform note: 8th Gen</li>
<li>Input note: Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Dell 7490 8GB 256GB Price in Kenya | SES ICT HUB,"Buy Dell 7490 with Intel Core i5, 8GB RAM, 256GB Storage, and 8th Gen at KES 24,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Dell 7490 price in Kenya,"Dell 7490 price in Kenya, Dell 7490, Dell 7490 Nairobi, Dell 7490 8GB 256GB, Dell Laptop Kenya, refurbished Dell Laptop Kenya, Dell 7490 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Dell 7390 Laptop - Intel Core i7, 8GB RAM, 256GB Storage",dell-7390-laptop-i7-8gb-256gb,Laptop,Dell,25500,28600,Intel Core i7; 8GB RAM; 256GB Storage; 8th Gen,"Refurbished Dell 7390 laptop with Intel Core i7, 8GB RAM, 256GB Storage, and 8th Gen. Available from SES ICT HUB in Nairobi, Kenya.","<p>Dell 7390 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 8GB RAM, 256GB Storage, and 8th Gen at KES 25,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Platform note: 8th Gen</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Dell 7390 8GB 256GB Price in Kenya | SES ICT HUB,"Buy Dell 7390 with Intel Core i7, 8GB RAM, 256GB Storage, and 8th Gen at KES 25,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Dell 7390 price in Kenya,"Dell 7390 price in Kenya, Dell 7390, Dell 7390 Nairobi, Dell 7390 8GB 256GB, Dell Laptop Kenya, refurbished Dell Laptop Kenya, Dell 7390 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Lenovo X1 Yoga 2-in-1 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",lenovo-x1-yoga-2-in-1-laptop-i7-16gb-512gb,2-in-1 Laptop,Lenovo,55500,62200,Intel Core i7; 16GB RAM; 512GB Storage; 11th Gen; X360 Touch,"Refurbished Lenovo X1 Yoga 2-in-1 laptop with Intel Core i7, 16GB RAM, 512GB Storage, 11th Gen, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Lenovo X1 Yoga is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 11th Gen at KES 55,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 11th Gen</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Lenovo X1 Yoga 16GB 512GB Price in Kenya | SES ICT HUB,"Buy Lenovo X1 Yoga with Intel Core i7, 16GB RAM, 512GB Storage, and 11th Gen at KES 55,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited",Lenovo X1 Yoga price in Kenya,"Lenovo X1 Yoga price in Kenya, Lenovo X1 Yoga, Lenovo X1 Yoga Nairobi, Lenovo X1 Yoga 16GB 512GB, Lenovo 2-in-1 Laptop Kenya, refurbished Lenovo 2-in-1 Laptop Kenya, Lenovo X1 Yoga Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Lenovo X1 Yoga 2-in-1 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",lenovo-x1-yoga-2-in-1-laptop-i7-16gb-512gb-2,2-in-1 Laptop,Lenovo,50500,56600,Intel Core i7; 16GB RAM; 512GB Storage; 10th Gen; X360 Touch,"Refurbished Lenovo X1 Yoga 2-in-1 laptop with Intel Core i7, 16GB RAM, 512GB Storage, 10th Gen, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Lenovo X1 Yoga is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen at KES 50,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 10th Gen</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Lenovo X1 Yoga 16GB 512GB Price in Kenya | SES ICT HUB,"Buy Lenovo X1 Yoga with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen at KES 50,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited",Lenovo X1 Yoga price in Kenya,"Lenovo X1 Yoga price in Kenya, Lenovo X1 Yoga, Lenovo X1 Yoga Nairobi, Lenovo X1 Yoga 16GB 512GB, Lenovo 2-in-1 Laptop Kenya, refurbished Lenovo 2-in-1 Laptop Kenya, Lenovo X1 Yoga Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Lenovo X1 Yoga 2-in-1 Laptop - Intel Core i7, 8GB RAM, 512GB Storage",lenovo-x1-yoga-2-in-1-laptop-i7-8gb-512gb,2-in-1 Laptop,Lenovo,46500,52100,Intel Core i7; 8GB RAM; 512GB Storage; 10th Gen; X360 Touch,"Refurbished Lenovo X1 Yoga 2-in-1 laptop with Intel Core i7, 8GB RAM, 512GB Storage, 10th Gen, and X360 Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Lenovo X1 Yoga is a refurbished 2-in-1 laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 8GB RAM, 512GB Storage, and 10th Gen at KES 46,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 10th Gen</li>
<li>Input note: X360 Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for presentations, note-taking, office work, online meetings, and day-to-day productivity where touch input is useful.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Lenovo X1 Yoga 8GB 512GB Price in Kenya | SES ICT HUB,"Buy Lenovo X1 Yoga with Intel Core i7, 8GB RAM, 512GB Storage, and 10th Gen at KES 46,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited",Lenovo X1 Yoga price in Kenya,"Lenovo X1 Yoga price in Kenya, Lenovo X1 Yoga, Lenovo X1 Yoga Nairobi, Lenovo X1 Yoga 8GB 512GB, Lenovo 2-in-1 Laptop Kenya, refurbished Lenovo 2-in-1 Laptop Kenya, Lenovo X1 Yoga Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Lenovo X13 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",lenovo-x13-laptop-i7-16gb-512gb,Laptop,Lenovo,38500,43200,Intel Core i7; 16GB RAM; 512GB Storage; 10th Gen; Touch,"Refurbished Lenovo X13 laptop with Intel Core i7, 16GB RAM, 512GB Storage, 10th Gen, and Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Lenovo X13 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen at KES 38,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 10th Gen</li>
<li>Input note: Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Lenovo X13 16GB 512GB Price in Kenya | SES ICT HUB,"Buy Lenovo X13 with Intel Core i7, 16GB RAM, 512GB Storage, and 10th Gen at KES 38,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Lenovo X13 price in Kenya,"Lenovo X13 price in Kenya, Lenovo X13, Lenovo X13 Nairobi, Lenovo X13 16GB 512GB, Lenovo Laptop Kenya, refurbished Lenovo Laptop Kenya, Lenovo X13 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Lenovo X1 Carbon Laptop - Intel Core i7, 16GB RAM, 512GB Storage",lenovo-x1-carbon-laptop-i7-16gb-512gb,Laptop,Lenovo,37500,42100,Intel Core i7; 16GB RAM; 512GB Storage; 8th Gen; Touch,"Refurbished Lenovo X1 Carbon laptop with Intel Core i7, 16GB RAM, 512GB Storage, 8th Gen, and Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Lenovo X1 Carbon is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 8th Gen at KES 37,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 8th Gen</li>
<li>Input note: Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Lenovo X1 Carbon 16GB 512GB Price in Kenya | SES ICT HUB,"Buy Lenovo X1 Carbon with Intel Core i7, 16GB RAM, 512GB Storage, and 8th Gen at KES 37,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited",Lenovo X1 Carbon price in Kenya,"Lenovo X1 Carbon price in Kenya, Lenovo X1 Carbon, Lenovo X1 Carbon Nairobi, Lenovo X1 Carbon 16GB 512GB, Lenovo Laptop Kenya, refurbished Lenovo Laptop Kenya, Lenovo X1 Carbon Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Lenovo X1 Carbon Laptop - Intel Core i7, 16GB RAM, 512GB Storage",lenovo-x1-carbon-laptop-i7-16gb-512gb-2,Laptop,Lenovo,35500,39800,Intel Core i7; 16GB RAM; 512GB Storage; 8th Gen; Non Touch,"Refurbished Lenovo X1 Carbon laptop with Intel Core i7, 16GB RAM, 512GB Storage, 8th Gen, and Non Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Lenovo X1 Carbon is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 8th Gen at KES 35,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 8th Gen</li>
<li>Input note: Non Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Lenovo X1 Carbon 16GB 512GB Price in Kenya | SES ICT HUB,"Buy Lenovo X1 Carbon with Intel Core i7, 16GB RAM, 512GB Storage, and 8th Gen at KES 35,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited",Lenovo X1 Carbon price in Kenya,"Lenovo X1 Carbon price in Kenya, Lenovo X1 Carbon, Lenovo X1 Carbon Nairobi, Lenovo X1 Carbon 16GB 512GB, Lenovo Laptop Kenya, refurbished Lenovo Laptop Kenya, Lenovo X1 Carbon Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Lenovo X280 Laptop - Intel Core i7, 16GB RAM, 512GB Storage",lenovo-x280-laptop-i7-16gb-512gb,Laptop,Lenovo,28500,32000,Intel Core i7; 16GB RAM; 512GB Storage; 8th Gen,"Refurbished Lenovo X280 laptop with Intel Core i7, 16GB RAM, 512GB Storage, and 8th Gen. Available from SES ICT HUB in Nairobi, Kenya.","<p>Lenovo X280 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i7, 16GB RAM, 512GB Storage, and 8th Gen at KES 28,500.</p>
<ul>
<li>Processor: Intel Core i7</li>
<li>Memory: 16GB RAM</li>
<li>Storage: 512GB Storage</li>
<li>Platform note: 8th Gen</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for business use, multitasking, research, remote work, coding, and daily productivity tasks.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Lenovo X280 16GB 512GB Price in Kenya | SES ICT HUB,"Buy Lenovo X280 with Intel Core i7, 16GB RAM, 512GB Storage, and 8th Gen at KES 28,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Lenovo X280 price in Kenya,"Lenovo X280 price in Kenya, Lenovo X280, Lenovo X280 Nairobi, Lenovo X280 16GB 512GB, Lenovo Laptop Kenya, refurbished Lenovo Laptop Kenya, Lenovo X280 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
"Lenovo X280 Laptop - Intel Core i5, 8GB RAM, 256GB Storage",lenovo-x280-laptop-i5-8gb-256gb,Laptop,Lenovo,23500,26400,Intel Core i5; 8GB RAM; 256GB Storage; 8th Gen; Touch,"Refurbished Lenovo X280 laptop with Intel Core i5, 8GB RAM, 256GB Storage, 8th Gen, and Touch. Available from SES ICT HUB in Nairobi, Kenya.","<p>Lenovo X280 is a refurbished laptop available from SES ICT HUB in Nairobi, Kenya. This unit is listed with Intel Core i5, 8GB RAM, 256GB Storage, and 8th Gen at KES 23,500.</p>
<ul>
<li>Processor: Intel Core i5</li>
<li>Memory: 8GB RAM</li>
<li>Storage: 256GB Storage</li>
<li>Platform note: 8th Gen</li>
<li>Input note: Touch</li>
</ul>
<h3>Ideal Use</h3>
<p>Ideal for everyday office work, browsing, email, online classes, and general productivity.</p>
<h3>Condition &amp; Warranty</h3>
<p>Condition: Refurbished. Warranty: 3-month limited hardware warranty from SES ICT HUB unless stated otherwise. Please confirm the exact unit details, included accessories, and cosmetic state before purchase.</p>",Lenovo X280 8GB 256GB Price in Kenya | SES ICT HUB,"Buy Lenovo X280 with Intel Core i5, 8GB RAM, 256GB Storage, and 8th Gen at KES 23,500 from SES ICT HUB in Nairobi, Kenya. Refurbished. 3-month limited hardware",Lenovo X280 price in Kenya,"Lenovo X280 price in Kenya, Lenovo X280, Lenovo X280 Nairobi, Lenovo X280 8GB 256GB, Lenovo Laptop Kenya, refurbished Lenovo Laptop Kenya, Lenovo X280 Nairobi, Kenya",Refurbished,3-month limited hardware warranty from SES ICT HUB unless stated otherwise.,in_stock
